buyer_province,buyer_city,buyer_district,buyer_village,seller_province,seller_city,seller_district,seller_village,buyer_name,seller_name,buyer_npwp,buyer_active_pkp_flag,seller_npwp,seller_active_pkp_flag,buyer_klu_code,buyer_klu_description,seller_klu_code,seller_klu_description,invoice_date,international_transcation_flag,normalized_item_name,brand,category,quantity,unit_amount,discount_amount,dpp_amount,ppn_amount,ppnbm_amount,gross_amount
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Sekretariat Keuangan,PD Firmansyah Purnawati (Persero) Tbk,185848055184524,false,179841739900196,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2024-12-13,false,water,prima,Water,2,9096766,612879,17580653,1933871,0,19514524
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Dinas Kesehatan,UD Prasetya,342729825907952,true,370372801937277,false,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2025-04-05,false,domestic refrigerator,panasonik,Domestic refrigerators,6,5715576,1754347,32539109,3579301,0,36118410
DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Jawa Barat,Bandung,Coblong,Dago,Kementerian Keuangan,PD Firgantoro Jailani (Persero) Tbk,654365334489795,false,590182163646753,true,52101,pergudangan,52101,pergudangan,2024-07-31,true,hair shampoo,ellips,Shampoos,2,2210678,223617,4197739,461751,0,4659490
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Bali,Badung,Kuta,Legian,Direktorat Pekerjaan Umum,CV Haryanti Melani Tbk,958765272892703,true,273380898882598,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2024-09-19,true,detergent and laundry products,vanish,Laundry products,6,3621088,419202,21307326,2343805,0,23651131
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Sekretariat Pendidikan,Perum Ramadan Tbk,805240009688007,false,959119836351629,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-05-06,true,water,prima,Water,9,4475545,1218029,39061876,4296806,0,43358682
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Bali,Badung,Kuta,Legian,Badan Keuangan,PD Hartati,636927766310344,true,151927904624210,true,26412,industri kapur,26412,industri kapur,2024-08-12,true,baby diapers,mamy  poko,Infant diapers,6,2132675,111988,12684062,1395246,0,14079308
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Badan Pekerjaan Umum,UD Widiastuti Hakim (Persero) Tbk,904623535945672,false,387380521928077,true,47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",2025-01-11,false,ecommerce advertising,bliklan,Advertising,10,9659777,7058810,89538960,9849285,0,99388245
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Sekretariat Perhubungan,UD Wijayanti,379450194957713,true,736515572125999,true,15493,industri kecap,15493,industri kecap,2025-06-22,false,freezer,electrolux,Upright cabinet freezer,1,8445962,324632,8121330,893346,0,9014676
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Dinas Perhubungan,CV Hassanah Tbk,734909571576566,true,800553867220270,true,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2025-06-26,false,edible vegetable oil,kunci mas,Edible vegetable or plant oils,3,6727227,1342679,18839002,2072290,0,20911292
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Pekerjaan Umum,Perum Maryadi Wahyudin Tbk,466791153677820,false,374678836024111,true,03232,jasa produksi budidaya ikan laut,03232,jasa produksi budidaya ikan laut,2025-06-02,true,detergent and laundry products,gentlegen,Laundry products,5,101543,22589,485126,53363,0,538489
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Sekretariat Kesehatan,PT Prabowo Tbk,844126423509519,false,982255403643388,false,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2024-12-07,false,water,prima,Water,6,6877067,2643891,38618511,4248036,0,42866547
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Sekretariat Keuangan,Perum Pangestu,235320462664793,false,316220865594837,false,52101,pergudangan,52101,pergudangan,2025-02-01,false,hair shampoo,ellips,Shampoos,9,2549000,1009152,21931848,2412503,0,24344351
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Kementerian Pekerjaan Umum,PT Sirait Usada (Persero) Tbk,775982472831741,false,170486380266530,true,47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",2025-02-11,true,snack foods,dk,Snack foods,7,8504027,1694991,57833198,6361651,0,64194849
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Sekretariat Keuangan,PD Lestari Waluyo,429926846822763,true,930611704721803,false,52101,pergudangan,52101,pergudangan,2025-05-13,true,hair shampoo,ellips,Shampoos,8,6891598,1486370,53646414,5901105,0,59547519
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Badan Keuangan,Perum Kusumo Dongoran,596126684426133,false,416941093653507,false,13113,industri pemintalan benang jahit,13113,industri pemintalan benang jahit,2024-12-06,true,television,arashi,Televisions,1,7583390,146518,7436872,818055,0,8254927
Jawa Timur,Malang,Klojen,Kauman,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Perhubungan,Perum Yulianti (Persero) Tbk,153699645776193,true,887321473430654,true,47743,perdagangan eceran barang perlengkapan pribadi bekas,47743,perdagangan eceran barang perlengkapan pribadi bekas,2025-07-14,false,water,aqua,Water,1,6715233,549434,6165799,678237,0,6844036
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,UD Tampubolon Tbk,502933706353600,true,488141359746966,false,52405,perdagangan eceran bahan konstruksi dan sanitasi bekas di dalam bangunan,52405,perdagangan eceran bahan konstruksi dan sanitasi bekas di dalam bangunan,2024-12-01,true,insurance service,lippo,Insurance law service,8,9188304,663965,72842467,8012671,0,80855138
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Kementerian Kesehatan,Perum Manullang Pradipta,575018015678813,true,677921458514732,false,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2025-01-18,true,feminine hygiene products,softex,Feminine hygiene products,8,8367272,4581126,62357050,6859275,0,69216325
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Badan Keuangan,Perum Wibisono Hasanah (Persero) Tbk,155377558351805,true,751679101070305,false,26514,industri alat uji dalam proses industri,26514,industri alat uji dalam proses industri,2024-11-26,true,instant noodle or pasta,atom bulan,Plain pasta and noodles,3,6686874,616597,19444025,2138842,0,21582867
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Keuangan,CV Utama (Persero) Tbk,214408617278166,false,701434880737615,true,11050,industri air minum dan air mineral,11050,industri air minum dan air mineral,2025-03-13,true,domestic refrigerator,daikin,Domestic refrigerators,8,8432875,5597519,61865481,6805202,0,68670683
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,CV Mayasari,684821048301480,false,744598018818915,false,11050,industri air minum dan air mineral,11050,industri air minum dan air mineral,2025-06-01,false,domestic refrigerator,daikin,Domestic refrigerators,10,7397263,1961797,72010833,7921191,0,79932024
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Kementerian Keuangan,Perum Siregar Tbk,744490890689483,false,931801848451243,true,10291,industri penggaraman/pengeringan biota air lainnya,10291,industri penggaraman/pengeringan biota air lainnya,2025-06-05,false,snack foods,cheetos,Snack foods,10,9186844,7192211,84676229,9314385,0,93990614
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Kesehatan,UD Agustina Ramadan Tbk,992167185732908,true,960790323563460,true,10214,industri pemindangan ikan,10214,industri pemindangan ikan,2024-10-08,false,feminine hygiene products,laureir,Feminine hygiene products,9,2459702,353800,21783518,2396186,0,24179704
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Badan Pendidikan,PD Nainggolan (Persero) Tbk,477234610995395,false,218111330309469,false,22121,industri pengasapan karet,22121,industri pengasapan karet,2025-02-01,false,air conditioner,modena,Air conditioners,10,2572295,305606,25417344,2795907,0,28213251
Jawa Barat,Bandung,Coblong,Dago,Bali,Badung,Kuta,Legian,Sekretariat Pekerjaan Umum,CV Haryanti,969836251282199,false,584091069158165,false,75124,pembinaan pelayanan kesejahteraan sosial,75124,pembinaan pelayanan kesejahteraan sosial,2025-07-09,true,bathing soap,kodomo,Soaps,3,2178593,39623,6496156,714577,0,7210733
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Bali,Badung,Kuta,Legian,Sekretariat Keuangan,PT Sitorus,928017494218381,true,194590844766553,false,24115,"industri kimia dasar organik, yang bersumber dari hasil pertanian",24115,"industri kimia dasar organik, yang bersumber dari hasil pertanian",2025-03-08,false,diesel power generator,lovol,Diesel generators,8,9205199,4257511,69384081,7632248,0,77016329
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Barat,Bandung,Coblong,Dago,Direktorat Perhubungan,UD Safitri Tbk,707163188531615,true,608913318811357,false,01217,pembibitan dan budidaya kambing perah,01217,pembibitan dan budidaya kambing perah,2024-09-04,false,air conditioner,aqua,Air conditioners,2,1115035,188588,2041482,224563,0,2266045
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Dinas Kesehatan,CV Uyainah Tbk,681093270168550,true,142987252912313,false,13113,industri pemintalan benang jahit,13113,industri pemintalan benang jahit,2025-07-06,true,television,arashi,Televisions,7,3174541,996070,21225717,2334828,0,23560545
DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Pendidikan,UD Andriani Gunarto,857739736769427,true,414796054202494,true,47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",2025-04-24,false,ecommerce advertising,bliklan,Advertising,6,4551703,1053633,26256585,2888224,0,29144809
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Dinas Kesehatan,PD Napitupulu,869581401683014,false,540662740629721,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-08-27,true,soft drinks,lasegar,Soft drinks,9,9656541,1729774,85179095,9369700,0,94548795
Jawa Timur,Malang,Klojen,Kauman,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Keuangan,PD Suryatmi Tbk,288791253533983,true,349557310036125,true,55212,restoran/rumah makan talam selaka,55212,restoran/rumah makan talam selaka,2024-12-12,false,insurance service,avrist,Insurance law service,9,6258440,857489,55468471,6101531,0,61570002
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Pekerjaan Umum,CV Hutagalung Latupono Tbk,117597874197546,false,649179240246360,false,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2024-08-02,false,domestic refrigerator,panasonik,Domestic refrigerators,4,177545,25448,684732,75320,0,760052
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Dinas Pekerjaan Umum,CV Sitompul Astuti,893408591435872,false,365732126175531,false,03232,jasa produksi budidaya ikan laut,03232,jasa produksi budidaya ikan laut,2024-12-27,true,detergent and laundry products,gentlegen,Laundry products,2,6160659,440791,11880527,1306857,0,13187384
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Dinas Pendidikan,UD Iswahyudi,920704756028323,true,797358232413328,true,10794,"industri kerupuk, keripik, peyek dan sejenisnya",10794,"industri kerupuk, keripik, peyek dan sejenisnya",2025-06-14,false,water,eternal plus,Water,8,8850065,816864,69983656,7698202,0,77681858
Jawa Timur,Malang,Klojen,Kauman,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Badan Pendidikan,Perum Hutapea Mangunsong,974073240525565,false,614121231837089,false,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,2025-03-10,true,tablet computers,realme,Tablet computers,10,8836580,7933739,80432061,8847526,0,89279587
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Tengah,Solo,Banjarsari,Sragen,Sekretariat Pekerjaan Umum,UD Susanti Farida Tbk,492172463009923,false,727582042467077,false,55114,hotel bintang dua,55114,hotel bintang dua,2025-03-24,false,ecommerce advertising,goads,Advertising,1,5493454,531040,4962414,545865,0,5508279
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Keuangan,UD Rahayu Mulyani,934069691627978,false,811764305371352,false,31102,industri mesin pembangkit listrik,31102,industri mesin pembangkit listrik,2025-02-04,false,television,denpoo,Televisions,6,5373868,2989180,29254028,3217943,0,32471971
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Badan Pendidikan,CV Yulianti Oktaviani,107047401439064,true,275574152239638,false,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2025-03-10,false,feminine hygiene products,softex,Feminine hygiene products,4,9887007,2715140,36832888,4051617,0,40884505
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Keuangan,CV Laksmiwati Kuswandari,641025605362494,true,329787286360994,false,02011,pengusahaan hutan jati,02011,pengusahaan hutan jati,2024-08-18,true,hair shampoo,zinc,Shampoos,2,4813210,317993,9308427,1023926,0,10332353
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Direktorat Perhubungan,UD Prakasa Widiastuti,824115563236706,false,940933764697044,true,24202,industri pembuatan logam dasar bukan besi,24202,industri pembuatan logam dasar bukan besi,2024-08-22,true,taxicab service,blue bird,Taxicab services,6,8695534,1406844,50766360,5584299,0,56350659
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,Perum Wacana Tbk,782947904475515,true,107978525157771,false,47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",2024-12-06,true,ecommerce advertising,bliklan,Advertising,1,6377633,8509,6369124,700603,0,7069727
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Badan Pendidikan,UD Usamah Nurdiyanti Tbk,285841227057038,false,683984143545534,true,10802,industri konsentrat makanan hewan,10802,industri konsentrat makanan hewan,2025-07-14,false,motorcycle,viar,Motorcycles,3,3081059,367093,8876084,976369,0,9852453
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Direktorat Kesehatan,PT Puspita Budiman (Persero) Tbk,743136403300687,true,260379771529371,true,24214,industri bahan amelioran (pembenah tanah),24214,industri bahan amelioran (pembenah tanah),2025-02-22,false,facial care products,nivea,Facial care products,7,9341218,2022400,63366126,6970273,0,70336399
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Timur,Malang,Klojen,Kauman,Kementerian Perhubungan,UD Utami Widiastuti (Persero) Tbk,342144618930222,true,986319943370888,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-03-01,true,water,prima,Water,1,5516396,190619,5325777,585835,0,5911612
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Badan Kesehatan,PD Wulandari Laksmiwati Tbk,719985199847640,true,466030713253214,false,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-01-19,true,water,prima,Water,10,9112440,3408903,87715497,9648704,0,97364201
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Dinas Kesehatan,UD Wastuti Saragih,542574081421263,false,742935213385630,false,07301,pertambangan emas dan perak,07301,pertambangan emas dan perak,2025-06-04,false,marketing and customer relationship management software,salesforce,Customer relationship management software maintenance,5,9740669,4178511,44524834,4897731,0,49422565
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Kementerian Kesehatan,CV Mayasari,472794809460572,true,627497557745735,false,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2024-09-24,true,feminine hygiene products,softex,Feminine hygiene products,4,8276330,2969226,30136094,3314970,0,33451064
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Direktorat Pendidikan,PD Januar Nasyidah Tbk,312165148041753,true,398710871447850,false,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2025-04-16,false,facial care products,biore,Facial care products,9,8496669,4243925,72226096,7944870,0,80170966
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Sekretariat Perhubungan,Perum Marbun,168547352926211,true,119517198955805,false,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2025-05-11,false,edible vegetable oil,kunci mas,Edible vegetable or plant oils,4,6557061,343974,25884270,2847269,0,28731539
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Sekretariat Pendidikan,Perum Jailani Halimah Tbk,977010945106246,true,749857082973177,true,26514,industri alat uji dalam proses industri,26514,industri alat uji dalam proses industri,2025-07-16,false,instant noodle or pasta,atom bulan,Plain pasta and noodles,1,1601474,79374,1522100,167431,0,1689531
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Direktorat Pendidikan,CV Pangestu Manullang Tbk,873236750935348,false,785331150681506,true,45328,instalasi jaringan pipa,45328,instalasi jaringan pipa,2024-12-31,true,domestic refrigerator,hisense,Domestic refrigerators,7,862293,158263,5877788,646556,0,6524344
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Dinas Pendidikan,PD Damanik Uwais,782110020715363,true,226899601659911,false,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2024-10-22,false,water,prima,Water,2,2222691,94742,4350640,478570,0,4829210
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Tengah,Solo,Banjarsari,Sragen,Sekretariat Kesehatan,CV Halim Tbk,430575201851229,true,528162847828379,false,15493,industri kecap,15493,industri kecap,2025-04-24,true,freezer,electrolux,Upright cabinet freezer,9,274966,173103,2301591,253175,0,2554766
Jawa Timur,Malang,Klojen,Kauman,Jawa Tengah,Solo,Banjarsari,Sragen,Badan Pendidikan,PD Budiman Anggriawan (Persero) Tbk,728687820210667,false,690891401532682,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-06-23,false,water,prima,Water,1,9720883,697222,9023661,992602,0,10016263
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Badan Perhubungan,PT Firgantoro Mustofa Tbk,990560780110665,true,935546418682837,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2025-03-08,true,facial care products,biore,Facial care products,10,5842145,1075447,57346003,6308060,0,63654063
Bali,Badung,Kuta,Legian,Jawa Barat,Bandung,Coblong,Dago,Badan Kesehatan,PT Uyainah Lazuardi (Persero) Tbk,718902034348586,false,512856049061269,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2024-11-20,false,detergent and laundry products,vanish,Laundry products,3,3606981,56711,10764232,1184065,0,11948297
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Timur,Malang,Klojen,Kauman,Badan Pekerjaan Umum,PT Kusmawati,639654746394359,true,657158437105272,false,92424,gelanggang permainan dan ketangkasan,92424,gelanggang permainan dan ketangkasan,2025-03-03,true,snack foods,wafello,Snack foods,3,1082110,232319,3014011,331541,0,3345552
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Timur,Malang,Klojen,Kauman,Badan Pekerjaan Umum,CV Nugroho,220516357639401,false,393927458865354,true,47743,perdagangan eceran barang perlengkapan pribadi bekas,47743,perdagangan eceran barang perlengkapan pribadi bekas,2024-08-30,true,water,aqua,Water,4,4839153,67912,19288700,2121757,0,21410457
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Timur,Malang,Klojen,Kauman,Direktorat Keuangan,Perum Uyainah Hutasoit Tbk,173051479133039,false,764420457653511,false,67123,manager investasi,67123,manager investasi,2025-06-17,false,laptop notebook computers,apple,Notebook computers,5,7183170,3537917,32377933,3561572,0,35939505
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Kementerian Pendidikan,UD Oktaviani,724806261927715,true,233430757521165,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-04-16,true,water,prima,Water,4,497035,193117,1795023,197452,0,1992475
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Dinas Perhubungan,CV Haryanti,147989887003564,true,209695684601956,false,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2024-11-26,false,water,prima,Water,2,2535244,310770,4759718,523568,0,5283286
DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Direktorat Pendidikan,CV Suartini Hidayat Tbk,160667471778336,false,358044695828648,false,10802,industri konsentrat makanan hewan,10802,industri konsentrat makanan hewan,2024-12-08,true,motorcycle,viar,Motorcycles,1,4877229,189331,4687898,515668,0,5203566
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Kementerian Pendidikan,PD Januar Purnawati Tbk,589873512099939,true,698629745407444,false,36930,industri alat-alat olahraga,36930,industri alat-alat olahraga,2024-12-10,false,powdered milk,nutrilon,Powdered milk,7,7255561,5000954,45787973,5036677,0,50824650
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Dinas Pekerjaan Umum,Perum Permadi Prabowo,276297251666209,false,386229170367818,false,10612,"industri pengupasan, pembersihan dan sortasi kopi",10612,"industri pengupasan, pembersihan dan sortasi kopi",2024-09-29,false,social media advertising,ig,Online and social media publicity service,7,2548354,165535,17672943,1944023,0,19616966
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Badan Perhubungan,UD Mayasari Tbk,579139743176874,true,805754739810058,true,07301,pertambangan emas dan perak,07301,pertambangan emas dan perak,2025-06-17,true,marketing and customer relationship management software,salesforce,Customer relationship management software maintenance,2,898550,117160,1679940,184793,0,1864733
Jawa Timur,Malang,Klojen,Kauman,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Sekretariat Pekerjaan Umum,PT Pratiwi Tbk,733794214485529,false,103408375102204,false,47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",2025-02-01,true,snack foods,dk,Snack foods,2,5362772,360963,10364581,1140103,0,11504684
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Dinas Perhubungan,CV Laksita Rahmawati,594288846653046,true,566771950460558,false,15493,industri kecap,15493,industri kecap,2025-01-07,false,freezer,electrolux,Upright cabinet freezer,2,6943543,801120,13085966,1439456,0,14525422
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Dinas Kesehatan,CV Hutapea Prasasta Tbk,296128955363570,false,306057227437066,true,02011,pengusahaan hutan jati,02011,pengusahaan hutan jati,2025-03-19,false,hair shampoo,zinc,Shampoos,10,9587218,1911569,93960611,10335667,0,104296278
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Dinas Perhubungan,PD Setiawan (Persero) Tbk,680477933917139,false,218997100610912,true,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2024-10-16,false,feminine hygiene products,softex,Feminine hygiene products,1,2706814,14380,2692434,296167,0,2988601
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Perhubungan,PD Saefullah Prasetya,125237066852634,false,844768493880733,true,13113,industri pemintalan benang jahit,13113,industri pemintalan benang jahit,2025-04-18,true,television,arashi,Televisions,9,6744136,2181337,58515887,6436747,0,64952634
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Keuangan,UD Sitompul Susanti Tbk,706969122776272,true,392169555628058,true,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2025-03-30,false,domestic refrigerator,panasonik,Domestic refrigerators,8,5422033,3970120,39406144,4334675,0,43740819
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Bali,Badung,Kuta,Legian,Kementerian Pendidikan,CV Wahyuni Maheswara,277703989042695,false,404459882588850,true,10794,"industri kerupuk, keripik, peyek dan sejenisnya",10794,"industri kerupuk, keripik, peyek dan sejenisnya",2025-05-10,false,water,eternal plus,Water,9,8517237,1261957,75393176,8293249,0,83686425
Jawa Timur,Malang,Klojen,Kauman,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Badan Pendidikan,Perum Palastri (Persero) Tbk,754122617738449,false,499252053055326,false,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2025-07-05,true,feminine hygiene products,softex,Feminine hygiene products,8,9308473,5388227,69079557,7598751,0,76678308
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Pekerjaan Umum,PD Gunarto Rahmawati,841555330097498,false,429716829883334,true,67123,manager investasi,67123,manager investasi,2025-07-10,false,laptop notebook computers,apple,Notebook computers,5,6363511,1609483,30208072,3322887,0,33530959
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Perhubungan,PT Tampubolon Tbk,272202468652933,false,534522280323545,true,45102,perdagangan besar mobil bekas,45102,perdagangan besar mobil bekas,2024-11-07,true,baby diapers,sweety,Infant diapers,6,9780741,2039757,56644689,6230915,0,62875604
